item_id,store_id,ts,demand,price
item_002,store_001,9/1/19,200.5712613,$120.82
item_002,store_002,10/1/17,273.8428722,$102.00
item_002,store_002,11/1/17,296.1164906,$102.00
item_002,store_002,12/1/17,319.4306922,$102.00
item_002,store_002,1/1/18,337.5384556,$102.00
item_002,store_002,2/1/18,428.2390003,$88.41
item_002,store_002,3/1/18,394.6586547,$92.61
item_002,store_002,4/1/18,377.0136268,$92.61
item_002,store_002,5/1/18,351.2669637,$92.61
item_002,store_002,6/1/18,323.4369028,$92.78
item_002,store_002,7/1/18,302.5624924,$92.78
item_002,store_002,8/1/18,293.2832824,$92.78
item_002,store_002,9/1/18,270.9524208,$98.87
item_002,store_002,10/1/18,273.5064842,$102.08
item_002,store_002,11/1/18,295.7527417,$102.08
item_002,store_002,12/1/18,319.0383043,$102.08
item_002,store_002,1/1/19,337.1238241,$102.08
item_002,store_002,2/1/19,345.1633008,$102.08
item_002,store_002,3/1/19,341.002563,$102.08
item_002,store_002,4/1/19,325.7564771,$102.08
item_002,store_002,5/1/19,303.5102196,$102.08
item_002,store_002,6/1/19,280.224657,$102.08
item_002,store_002,7/1/19,262.1391372,$102.08
item_002,store_002,8/1/19,197.3399318,$120.82
item_002,store_002,9/1/19,200.5712613,$120.82
item_002,store_003,10/1/17,273.8428722,$102.00
item_002,store_003,11/1/17,296.1164906,$102.00
item_002,store_003,12/1/17,319.4306922,$102.00
item_002,store_003,1/1/18,337.5384556,$102.00
item_002,store_003,2/1/18,428.2390003,$88.41
item_002,store_003,3/1/18,394.6586547,$92.61
item_002,store_003,4/1/18,377.0136268,$92.61
item_002,store_003,5/1/18,351.2669637,$92.61
item_002,store_003,6/1/18,323.4369028,$92.78
item_002,store_003,7/1/18,302.5624924,$92.78
item_002,store_003,8/1/18,293.2832824,$92.78
item_002,store_003,9/1/18,270.9524208,$98.87
item_002,store_003,10/1/18,273.5064842,$102.08
item_002,store_003,11/1/18,295.7527417,$102.08
item_002,store_003,12/1/18,319.0383043,$102.08
item_002,store_003,1/1/19,337.1238241,$102.08
item_002,store_003,2/1/19,345.1633008,$102.08
item_002,store_003,3/1/19,341.002563,$102.08
item_002,store_003,4/1/19,325.7564771,$102.08
item_002,store_003,5/1/19,303.5102196,$102.08
item_002,store_003,6/1/19,280.224657,$102.08
item_002,store_003,7/1/19,262.1391372,$102.08
item_002,store_003,8/1/19,197.3399318,$120.82
item_002,store_003,9/1/19,200.5712613,$120.82
item_002,store_004,10/1/17,273.8428722,$102.00
item_002,store_004,11/1/17,296.1164906,$102.00
item_002,store_004,12/1/17,319.4306922,$102.00
item_002,store_004,1/1/18,337.5384556,$102.00
item_002,store_004,2/1/18,428.2390003,$88.41
item_002,store_004,3/1/18,394.6586547,$92.61
item_002,store_004,4/1/18,377.0136268,$92.61
item_002,store_004,5/1/18,351.2669637,$92.61
item_002,store_004,6/1/18,323.4369028,$92.78
item_002,store_004,7/1/18,302.5624924,$92.78
item_002,store_004,8/1/18,293.2832824,$92.78
item_002,store_004,9/1/18,270.9524208,$98.87
item_002,store_004,10/1/18,273.5064842,$102.08
item_002,store_004,11/1/18,295.7527417,$102.08
item_002,store_004,12/1/18,319.0383043,$102.08
item_002,store_004,1/1/19,337.1238241,$102.08
item_002,store_004,2/1/19,345.1633008,$102.08
item_002,store_004,3/1/19,341.002563,$102.08
item_002,store_004,4/1/19,325.7564771,$102.08
item_002,store_004,5/1/19,303.5102196,$102.08
item_002,store_004,6/1/19,280.224657,$102.08
item_002,store_004,7/1/19,262.1391372,$102.08
item_002,store_004,8/1/19,197.3399318,$120.82
item_002,store_004,9/1/19,200.5712613,$120.82
item_002,store_005,10/1/17,273.8428722,$102.00
item_002,store_005,11/1/17,296.1164906,$102.00
item_002,store_005,12/1/17,319.4306922,$102.00
item_002,store_005,1/1/18,337.5384556,$102.00
item_002,store_005,2/1/18,428.2390003,$88.41
item_002,store_005,3/1/18,394.6586547,$92.61
item_002,store_005,4/1/18,377.0136268,$92.61
item_002,store_005,5/1/18,351.2669637,$92.61
item_002,store_005,6/1/18,323.4369028,$92.78
item_002,store_005,7/1/18,302.5624924,$92.78
item_002,store_005,8/1/18,293.2832824,$92.78
item_002,store_005,9/1/18,270.9524208,$98.87
item_002,store_005,10/1/18,273.5064842,$102.08
item_002,store_005,11/1/18,295.7527417,$102.08
item_002,store_005,12/1/18,319.0383043,$102.08
item_002,store_005,1/1/19,337.1238241,$102.08
item_002,store_005,2/1/19,345.1633008,$102.08
item_002,store_005,3/1/19,341.002563,$102.08
item_002,store_005,4/1/19,325.7564771,$102.08
item_002,store_005,5/1/19,303.5102196,$102.08
item_002,store_005,6/1/19,280.224657,$102.08
item_002,store_005,7/1/19,262.1391372,$102.08
item_002,store_005,8/1/19,197.3399318,$120.82
item_002,store_005,9/1/19,200.5712613,$120.82
item_003,store_001,10/1/17,322.9192836,$100.16
item_003,store_001,11/1/17,319.7318514,$100.16
item_003,store_001,12/1/17,329.6236274,$97.62
item_003,store_001,1/1/18,328.2991931,$97.62
item_003,store_001,2/1/18,328.6824761,$97.62
item_003,store_001,3/1/18,286.3274469,$107.45
item_003,store_001,4/1/18,286.6756456,$108.03
item_003,store_001,5/1/18,289.5212884,$108.03
item_003,store_001,6/1/18,291.8210671,$108.03
item_003,store_001,7/1/18,292.9587578,$108.03
item_003,store_001,8/1/18,292.6295173,$108.03
item_003,store_001,9/1/18,290.9215652,$108.03
item_003,store_001,10/1/18,288.292546,$108.03
item_003,store_001,11/1/18,285.4469032,$108.03
item_003,store_001,12/1/18,283.1471245,$108.03
item_003,store_001,1/1/19,282.0094338,$108.03
item_003,store_001,2/1/19,282.3386743,$108.03
item_003,store_001,3/1/19,284.0466264,$108.03
item_003,store_001,4/1/19,286.6756456,$108.03
item_003,store_001,5/1/19,275.0131399,$111.79
item_003,store_001,6/1/19,277.1976748,$111.79
item_003,store_001,7/1/19,409.9871341,$86.34
item_003,store_001,8/1/19,328.768257,$99.96
item_003,store_001,9/1/19,326.8493787,$99.96
item_003,store_002,10/1/17,322.9192836,$100.16
item_003,store_002,11/1/17,319.7318514,$100.16
item_003,store_002,12/1/17,329.6236274,$97.62
item_003,store_002,1/1/18,328.2991931,$97.62
item_003,store_002,2/1/18,328.6824761,$97.62
item_003,store_002,3/1/18,286.3274469,$107.45
item_003,store_002,4/1/18,286.6756456,$108.03
item_003,store_002,5/1/18,289.5212884,$108.03
item_003,store_002,6/1/18,291.8210671,$108.03
item_003,store_002,7/1/18,292.9587578,$108.03
item_003,store_002,8/1/18,292.6295173,$108.03
item_003,store_002,9/1/18,290.9215652,$108.03
item_003,store_002,10/1/18,288.292546,$108.03
item_003,store_002,11/1/18,285.4469032,$108.03
item_003,store_002,12/1/18,283.1471245,$108.03
item_003,store_002,1/1/19,282.0094338,$108.03
item_003,store_002,2/1/19,282.3386743,$108.03
item_003,store_002,3/1/19,284.0466264,$108.03
item_003,store_002,4/1/19,286.6756456,$108.03
item_003,store_002,5/1/19,275.0131399,$111.79
item_003,store_002,6/1/19,277.1976748,$111.79
item_003,store_002,7/1/19,409.9871341,$86.34
item_003,store_002,8/1/19,328.768257,$99.96
item_003,store_002,9/1/19,326.8493787,$99.96
item_003,store_003,10/1/17,322.9192836,$100.16
item_003,store_003,11/1/17,319.7318514,$100.16
item_003,store_003,12/1/17,329.6236274,$97.62
item_003,store_003,1/1/18,328.2991931,$97.62
item_003,store_003,2/1/18,328.6824761,$97.62
item_003,store_003,3/1/18,286.3274469,$107.45
item_003,store_003,4/1/18,286.6756456,$108.03
item_003,store_003,5/1/18,289.5212884,$108.03
item_003,store_003,6/1/18,291.8210671,$108.03
item_003,store_003,7/1/18,292.9587578,$108.03
item_003,store_003,8/1/18,292.6295173,$108.03
item_003,store_003,9/1/18,290.9215652,$108.03
item_003,store_003,10/1/18,288.292546,$108.03
item_003,store_003,11/1/18,285.4469032,$108.03
item_003,store_003,12/1/18,283.1471245,$108.03
item_003,store_003,1/1/19,282.0094338,$108.03
item_003,store_003,2/1/19,282.3386743,$108.03
item_003,store_003,3/1/19,284.0466264,$108.03
item_003,store_003,4/1/19,286.6756456,$108.03
item_003,store_003,5/1/19,275.0131399,$111.79
item_003,store_003,6/1/19,277.1976748,$111.79
item_003,store_003,7/1/19,409.9871341,$86.34
item_003,store_003,8/1/19,328.768257,$99.96
item_003,store_003,9/1/19,326.8493787,$99.96
item_003,store_004,10/1/17,322.9192836,$100.16
item_003,store_004,11/1/17,319.7318514,$100.16
item_003,store_004,12/1/17,329.6236274,$97.62
item_003,store_004,1/1/18,328.2991931,$97.62
item_003,store_004,2/1/18,328.6824761,$97.62
item_003,store_004,3/1/18,286.3274469,$107.45
item_003,store_004,4/1/18,286.6756456,$108.03
item_003,store_004,5/1/18,289.5212884,$108.03
item_003,store_004,6/1/18,291.8210671,$108.03
item_003,store_004,7/1/18,292.9587578,$108.03
item_003,store_004,8/1/18,292.6295173,$108.03
item_003,store_004,9/1/18,290.9215652,$108.03
item_003,store_004,10/1/18,288.292546,$108.03
item_003,store_004,11/1/18,285.4469032,$108.03
item_003,store_004,12/1/18,283.1471245,$108.03
item_003,store_004,1/1/19,282.0094338,$108.03
item_003,store_004,2/1/19,282.3386743,$108.03
item_003,store_004,3/1/19,284.0466264,$108.03
item_003,store_004,4/1/19,286.6756456,$108.03
item_003,store_004,5/1/19,275.0131399,$111.79
item_003,store_004,6/1/19,277.1976748,$111.79
item_003,store_004,7/1/19,409.9871341,$86.34
item_003,store_004,8/1/19,328.768257,$99.96
item_003,store_004,9/1/19,326.8493787,$99.96
item_003,store_005,10/1/17,322.9192836,$100.16
item_003,store_005,11/1/17,319.7318514,$100.16
item_003,store_005,12/1/17,329.6236274,$97.62
item_003,store_005,1/1/18,328.2991931,$97.62
item_003,store_005,2/1/18,328.6824761,$97.62
item_003,store_005,3/1/18,286.3274469,$107.45
item_003,store_005,4/1/18,286.6756456,$108.03
item_003,store_005,5/1/18,289.5212884,$108.03
item_003,store_005,6/1/18,291.8210671,$108.03
item_003,store_005,7/1/18,292.9587578,$108.03
item_003,store_005,8/1/18,292.6295173,$108.03
item_003,store_005,9/1/18,290.9215652,$108.03
item_003,store_005,10/1/18,288.292546,$108.03
item_003,store_005,11/1/18,285.4469032,$108.03
item_003,store_005,12/1/18,283.1471245,$108.03
item_003,store_005,1/1/19,282.0094338,$108.03
item_003,store_005,2/1/19,282.3386743,$108.03
item_003,store_005,3/1/19,284.0466264,$108.03
item_003,store_005,4/1/19,286.6756456,$108.03
item_003,store_005,5/1/19,275.0131399,$111.79
item_003,store_005,6/1/19,277.1976748,$111.79
item_003,store_005,7/1/19,409.9871341,$86.34
item_003,store_005,8/1/19,328.768257,$99.96
item_003,store_005,9/1/19,326.8493787,$99.96
item_004,store_001,10/1/17,272.5534738,$93.00
item_004,store_001,11/1/17,286.8401621,$93.00
item_004,store_001,12/1/17,304.6530183,$93.00
item_004,store_001,1/1/18,260.7148618,$106.88
item_004,store_001,2/1/18,269.5458841,$106.88
item_004,store_001,3/1/18,277.3365592,$105.35
item_004,store_001,4/1/18,266.8076533,$106.61
item_004,store_001,5/1/18,432.4310978,$75.00
item_004,store_001,6/1/18,407.8339687,$75.00
item_004,store_001,7/1/18,383.8633503,$75.14
item_004,store_001,8/1/18,368.8816815,$75.14
item_004,store_001,9/1/18,365.7431006,$75.14
item_004,store_001,10/1/18,317.7946065,$83.95
item_004,store_001,11/1/18,344.3302518,$82.34
item_004,store_001,12/1/18,365.713259,$82.34
item_004,store_001,1/1/19,385.5996088,$82.34
item_004,store_001,2/1/19,390.4802741,$83.48
item_004,store_001,3/1/19,393.160371,$83.48
item_004,store_001,4/1/19,385.0092884,$83.48
item_004,store_001,5/1/19,368.2111023,$83.48
item_004,store_001,6/1/19,230.7965706,$109.62
item_004,store_001,7/1/19,217.8511351,$109.62
item_004,store_001,8/1/19,209.3486991,$109.62
item_004,store_001,9/1/19,207.5674835,$109.62
item_004,store_002,10/1/17,272.5534738,$93.00
item_004,store_002,11/1/17,286.8401621,$93.00
item_004,store_002,12/1/17,304.6530183,$93.00
item_004,store_002,1/1/18,260.7148618,$106.88
item_004,store_002,2/1/18,269.5458841,$106.88
item_004,store_002,3/1/18,277.3365592,$105.35
item_004,store_002,4/1/18,266.8076533,$106.61
item_004,store_002,5/1/18,432.4310978,$75.00
item_004,store_002,6/1/18,407.8339687,$75.00
item_004,store_002,7/1/18,383.8633503,$75.14
item_004,store_002,8/1/18,368.8816815,$75.14
item_004,store_002,9/1/18,365.7431006,$75.14
item_004,store_002,10/1/18,317.7946065,$83.95
item_004,store_002,11/1/18,344.3302518,$82.34
item_004,store_002,12/1/18,365.713259,$82.34
item_004,store_002,1/1/19,385.5996088,$82.34
item_004,store_002,2/1/19,390.4802741,$83.48
item_004,store_002,3/1/19,393.160371,$83.48
item_004,store_002,4/1/19,385.0092884,$83.48
item_004,store_002,5/1/19,368.2111023,$83.48
item_004,store_002,6/1/19,230.7965706,$109.62
item_004,store_002,7/1/19,217.8511351,$109.62
item_004,store_002,8/1/19,209.3486991,$109.62
item_004,store_002,9/1/19,207.5674835,$109.62
item_004,store_003,10/1/17,272.5534738,$93.00
item_004,store_003,11/1/17,286.8401621,$93.00
item_004,store_003,12/1/17,304.6530183,$93.00
item_004,store_003,1/1/18,260.7148618,$106.88
item_004,store_003,2/1/18,269.5458841,$106.88
item_004,store_003,3/1/18,277.3365592,$105.35
item_004,store_003,4/1/18,266.8076533,$106.61
item_004,store_003,5/1/18,432.4310978,$75.00
item_004,store_003,6/1/18,407.8339687,$75.00
item_004,store_003,7/1/18,383.8633503,$75.14
item_004,store_003,8/1/18,368.8816815,$75.14
item_004,store_003,9/1/18,365.7431006,$75.14
item_004,store_003,10/1/18,317.7946065,$83.95
item_004,store_003,11/1/18,344.3302518,$82.34
item_004,store_003,12/1/18,365.713259,$82.34
item_004,store_003,1/1/19,385.5996088,$82.34
item_004,store_003,2/1/19,390.4802741,$83.48
item_004,store_003,3/1/19,393.160371,$83.48
item_004,store_003,4/1/19,385.0092884,$83.48
item_004,store_003,5/1/19,368.2111023,$83.48
item_004,store_003,6/1/19,230.7965706,$109.62
item_004,store_003,7/1/19,217.8511351,$109.62
item_004,store_003,8/1/19,209.3486991,$109.62
item_004,store_003,9/1/19,207.5674835,$109.62
item_004,store_004,10/1/17,272.5534738,$93.00
item_004,store_004,11/1/17,286.8401621,$93.00
item_004,store_004,12/1/17,304.6530183,$93.00
item_004,store_004,1/1/18,260.7148618,$106.88
item_004,store_004,2/1/18,269.5458841,$106.88
item_004,store_004,3/1/18,277.3365592,$105.35
item_004,store_004,4/1/18,266.8076533,$106.61
item_004,store_004,5/1/18,432.4310978,$75.00
item_004,store_004,6/1/18,407.8339687,$75.00
item_004,store_004,7/1/18,383.8633503,$75.14
item_004,store_004,8/1/18,368.8816815,$75.14
item_004,store_004,9/1/18,365.7431006,$75.14
item_004,store_004,10/1/18,317.7946065,$83.95
item_004,store_004,11/1/18,344.3302518,$82.34
item_004,store_004,12/1/18,365.713259,$82.34
item_004,store_004,1/1/19,385.5996088,$82.34
item_004,store_004,2/1/19,390.4802741,$83.48
item_004,store_004,3/1/19,393.160371,$83.48
item_004,store_004,4/1/19,385.0092884,$83.48
item_004,store_004,5/1/19,368.2111023,$83.48
item_004,store_004,6/1/19,230.7965706,$109.62
item_004,store_004,7/1/19,217.8511351,$109.62
item_004,store_004,8/1/19,209.3486991,$109.62
item_004,store_004,9/1/19,207.5674835,$109.62
item_004,store_005,10/1/17,272.5534738,$93.00
item_004,store_005,11/1/17,286.8401621,$93.00
item_004,store_005,12/1/17,304.6530183,$93.00
item_004,store_005,1/1/18,260.7148618,$106.88
item_004,store_005,2/1/18,269.5458841,$106.88
item_004,store_005,3/1/18,277.3365592,$105.35
item_004,store_005,4/1/18,266.8076533,$106.61
item_004,store_005,5/1/18,432.4310978,$75.00
item_004,store_005,6/1/18,407.8339687,$75.00
item_004,store_005,7/1/18,383.8633503,$75.14
item_004,store_005,8/1/18,368.8816815,$75.14
item_004,store_005,9/1/18,365.7431006,$75.14
item_004,store_005,10/1/18,317.7946065,$83.95
item_004,store_005,11/1/18,344.3302518,$82.34
item_004,store_005,12/1/18,365.713259,$82.34
item_004,store_005,1/1/19,385.5996088,$82.34
item_004,store_005,2/1/19,390.4802741,$83.48
item_004,store_005,3/1/19,393.160371,$83.48
item_004,store_005,4/1/19,385.0092884,$83.48
item_004,store_005,5/1/19,368.2111023,$83.48
item_004,store_005,6/1/19,230.7965706,$109.62
item_004,store_005,7/1/19,217.8511351,$109.62
item_004,store_005,8/1/19,209.3486991,$109.62
item_004,store_005,9/1/19,207.5674835,$109.62
item_005,store_001,10/1/17,271.6721727,$109.00
item_005,store_001,11/1/17,294.6932422,$109.00
item_005,store_001,12/1/17,319.1362532,$109.00
item_005,store_001,1/1/18,338.4517206,$109.00
item_005,store_001,2/1/18,347.4640806,$109.00
item_005,store_001,3/1/18,321.307422,$114.02
item_005,store_001,4/1/18,306.8845553,$114.02
item_005,store_001,5/1/18,287.1471903,$113.55
item_005,store_001,6/1/18,369.525675,$90.78
item_005,store_001,7/1/18,344.1127791,$90.78
item_005,store_001,8/1/18,332.255434,$90.78
item_005,store_001,9/1/18,337.1308056,$90.78
item_005,store_001,10/1/18,357.432542,$90.78
item_005,store_001,11/1/18,387.7208094,$90.78
item_005,store_001,12/1/18,355.3215708,$101.47
item_005,store_001,1/1/19,376.8271257,$101.47
item_005,store_001,2/1/19,386.8613536,$101.47
item_005,store_001,3/1/19,382.7355911,$101.47
item_005,store_001,4/1/19,365.5553331,$101.47
item_005,store_001,5/1/19,339.9240157,$101.47
item_005,store_001,6/1/19,312.7095298,$101.47
item_005,store_001,7/1/19,291.2039749,$101.47
item_005,store_001,8/1/19,281.169747,$101.47
item_005,store_001,9/1/19,285.2955095,$101.47
item_005,store_002,10/1/17,271.6721727,$109.00
item_005,store_002,11/1/17,294.6932422,$109.00
item_005,store_002,12/1/17,319.1362532,$109.00
item_005,store_002,1/1/18,338.4517206,$109.00
item_005,store_002,2/1/18,347.4640806,$109.00
item_005,store_002,3/1/18,321.307422,$114.02
item_005,store_002,4/1/18,306.8845553,$114.02
item_005,store_002,5/1/18,287.1471903,$113.55
item_005,store_002,6/1/18,369.525675,$90.78
item_005,store_002,7/1/18,344.1127791,$90.78
item_005,store_002,8/1/18,332.255434,$90.78
item_005,store_002,9/1/18,337.1308056,$90.78
item_005,store_002,10/1/18,357.432542,$90.78
item_005,store_002,11/1/18,387.7208094,$90.78
item_005,store_002,12/1/18,355.3215708,$101.47
item_005,store_002,1/1/19,376.8271257,$101.47
item_005,store_002,2/1/19,386.8613536,$101.47
item_005,store_002,3/1/19,382.7355911,$101.47
item_005,store_002,4/1/19,365.5553331,$101.47
item_005,store_002,5/1/19,339.9240157,$101.47
item_005,store_002,6/1/19,312.7095298,$101.47
item_005,store_002,7/1/19,291.2039749,$101.47
item_005,store_002,8/1/19,281.169747,$101.47
item_005,store_002,9/1/19,285.2955095,$101.47
item_005,store_003,10/1/17,271.6721727,$109.00
item_005,store_003,11/1/17,294.6932422,$109.00
item_005,store_003,12/1/17,319.1362532,$109.00
item_005,store_003,1/1/18,338.4517206,$109.00
item_005,store_003,2/1/18,347.4640806,$109.00
item_005,store_003,3/1/18,321.307422,$114.02
item_005,store_003,4/1/18,306.8845553,$114.02
item_005,store_003,5/1/18,287.1471903,$113.55
item_005,store_003,6/1/18,369.525675,$90.78
item_005,store_003,7/1/18,344.1127791,$90.78
item_005,store_003,8/1/18,332.255434,$90.78
item_005,store_003,9/1/18,337.1308056,$90.78
item_005,store_003,10/1/18,357.432542,$90.78
item_005,store_003,11/1/18,387.7208094,$90.78
item_005,store_003,12/1/18,355.3215708,$101.47
item_005,store_003,1/1/19,376.8271257,$101.47
item_005,store_003,2/1/19,386.8613536,$101.47
item_005,store_003,3/1/19,382.7355911,$101.47
item_005,store_003,4/1/19,365.5553331,$101.47
item_005,store_003,5/1/19,339.9240157,$101.47
item_005,store_003,6/1/19,312.7095298,$101.47
